celular;data_nascimento;idade;sexo;cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;cidade_escola;bairro_escola;categoria_frequentada
(11) 91928-6658;16/11/1998;26;Masculino;São Paulo;Pinheiros;São Paulo;Tatuapé;;;Academias e Studios Fitness
(31) 91765-6359;14/05/2009;16;Outro;São Paulo;Vila Prudente;;;;;Lojas de Moda Urbana e Alternativa
(11) 94787-9244;10/11/1957;67;Outro;São Paulo;Campo Limpo;São Paulo;República;São Paulo;Ipiranga;Fisioterapia e Terapias Complementares
(11) 96376-7739;07/08/1978;46;Feminino;São Paulo;Campo Limpo;São Paulo;Vila Prudente;;;Restaurantes e Gastronomia
(11) 91747-8485;03/04/1966;59;Outro;São Paulo;Vila Prudente;São Paulo;Tucuruvi;São Paulo;Higienópolis;Clínicas de Saúde e Bem-estar
(11) 91697-1795;16/05/1939;86;Feminino;São Paulo;República;São Paulo;Bela Vista;São Paulo;Santana;Bancos e Casas Lotéricas
(11) 99169-9508;12/03/1965;60;Feminino;São Paulo;Vila Prudente;São Paulo;Sé;São Paulo;Casa Verde;Produtos Naturais e Fitoterápicos
(11) 98759-4162;17/08/1965;59;Feminino;São Paulo;Perdizes;São Paulo;Consolação;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98778-1269;21/07/1937;88;Feminino;São Paulo;Bela Vista;São Paulo;Santana;;;Supermercados de Bairro e Mercadinhos
(11) 92837-9296;11/01/1935;90;Masculino;da Cunha de Nogueira;Perdizes;São Paulo;Limão;;;Supermercados de Bairro e Mercadinhos
(11) 98226-7874;06/08/1987;37;Feminino;São Paulo;Perdizes;São Paulo;República;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(21) 96638-1540;09/02/1991;34;Outro;São Paulo;Consolação;;;;;Farmácias e Drogarias
(11) 93491-7854;15/10/1942;82;Masculino;São Paulo;Santana;São Paulo;Higienópolis;;;Restaurantes com comida caseira
(11) 98865-1076;24/06/1963;62;Outro;São Paulo;Consolação;São Paulo;Tucuruvi;São Paulo;Perdizes;Bancos e Casas Lotéricas
(11) 96720-7568;12/03/1998;27;Feminino;São Paulo;Perdizes;;;;;Coworkings e Centros de Estudo/Conexão
(11) 95809-3413;19/04/1986;39;Outro;São Paulo;Butantã;São Paulo;Bela Vista;;;Papelarias, Livrarias e Lojas de Escritório
(11) 96353-3133;18/01/1943;82;Masculino;São Paulo;Santo Amaro;;;;;Bancos e Casas Lotéricas
(11) 94542-3490;07/03/1937;88;Feminino;São Paulo;Sé;;;;;Bancos e Casas Lotéricas
(11) 98696-1655;23/12/1977;47;Masculino;São Paulo;Jabaquara;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97911-7941;29/06/1997;28;Masculino;São Paulo;Itaquera;;;;;Lojas de Moda Urbana e Alternativa
(11) 95410-8861;03/09/1936;88;Outro;São Paulo;Perdizes;;;;;Bancos e Casas Lotéricas
(11) 92603-9090;11/12/1986;38;Outro;São Paulo;Pinheiros;;;;;Lojas de Móveis e Decoração
(11) 92048-5231;07/03/1947;78;Outro;São Paulo;Penha;São Paulo;Bela Vista;;;Calçados Confortáveis e Ortopédicos
(11) 91227-1197;19/07/1969;56;Feminino;São Paulo;Sé;São Paulo;Consolação;;;Papelarias, Livrarias e Lojas de Escritório
(21) 93791-9637;10/09/1987;37;Outro;São Paulo;República;São Paulo;Tucuruvi;;;Clínicas de Saúde e Bem-estar
(11) 92481-7880;01/09/1996;28;Masculino;São Paulo;República;;;;;Academias e Studios Fitness
(11) 95868-3775;14/06/1950;75;Feminino;São Paulo;Itaquera;;;;;Bancos e Casas Lotéricas
(11) 95925-3544;19/05/2004;21;Masculino;São Paulo;Vila Prudente;São Paulo;Penha;;;Cinema e Streaming Experience Stores
(21) 99998-1197;11/12/1985;39;Outro;São Paulo;Itaquera;São Paulo;Higienópolis;São Paulo;República;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97980-4097;21/09/1948;76;Masculino;São Paulo;Butantã;;;;;Clubes e Centros de Convivência
(11) 96552-2858;29/03/1950;75;Outro;Ferreira do Norte;Casa Verde;São Paulo;Butantã;São Paulo;Tatuapé;Farmácias e Drogarias
(11) 97366-4682;23/04/1986;39;Outro;São Paulo;Santo Amaro;São Paulo;República;São Paulo;Limão;Supermercados e Mercados Express
(11) 96227-5757;08/03/1956;69;Feminino;São Paulo;Pinheiros;;;São Paulo;Casa Verde;Farmácias e Drogarias
(11) 98305-1547;25/02/1987;38;Outro;Silveira da Praia;Lapa;São Paulo;Campo Limpo;;;Postos de Combustível e Serviços Automotivos
(11) 99144-9664;07/12/1989;35;Masculino;São Paulo;Jabaquara;São Paulo;Perdizes;;;Supermercados e Mercados Express
(11) 92122-1743;14/11/1955;69;Feminino;São Paulo;Casa Verde;São Paulo;Consolação;;;Fisioterapia e Terapias Complementares
(11) 99201-7172;03/05/1975;50;Outro;São Paulo;Limão;São Paulo;Consolação;;;Bancos, Agências e Correspondentes
(11) 93457-9603;10/10/1981;43;Feminino;São Paulo;Ipiranga;São Paulo;Santana;São Paulo;Casa Verde;Lojas de Roupas e Calçados
(11) 98522-4660;23/03/1992;33;Outro;São Paulo;Pinheiros;São Paulo;Sé;;;Farmácias e Drogarias
(11) 93916-5805;20/10/1998;26;Feminino;São Paulo;Ipiranga;;;;;Lanchonetes e Fast-Food
(11) 91396-4250;05/07/1948;77;Masculino;São Paulo;Casa Verde;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 93830-9682;24/07/1975;50;Feminino;São Paulo;Limão;;;;;Postos de Combustível e Serviços Automotivos
(11) 99267-4923;15/06/1962;63;Feminino;Rezende do Galho;Consolação;;;São Paulo;Higienópolis;Igrejas e Lojas de Artigos Religiosos
(11) 97045-6878;10/11/2001;23;Outro;São Paulo;Ipiranga;São Paulo;Santana;;;Lojas de Roupas e Sneakers
(11) 98693-1508;30/09/1965;59;Masculino;São Paulo;Sé;São Paulo;Consolação;São Paulo;Tucuruvi;Lojas de Móveis e Decoração
(11) 97224-7919;31/12/1938;86;Outro;Pereira;Limão;;;;;Fisioterapia e Terapias Complementares
(11) 94971-2425;13/10/1955;69;Feminino;São Paulo;Higienópolis;São Paulo;Consolação;São Paulo;Santana;Clubes e Centros de Convivência
(61) 95657-4553;16/11/2005;19;Feminino;São Paulo;Penha;São Paulo;Consolação;;;Coworkings e Centros de Estudo/Conexão
(11) 95351-5026;26/01/2008;17;Feminino;São Paulo;Consolação;;;;;Lojas de Roupas e Sneakers
(11) 91084-6783;20/06/1937;88;Masculino;São Paulo;Tucuruvi;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 94210-8402;06/06/1994;31;Masculino;São Paulo;Butantã;São Paulo;Vila Prudente;;;Papelarias, Livrarias e Lojas de Escritório
(11) 93653-7977;26/05/1940;85;Masculino;São Paulo;República;São Paulo;Higienópolis;;;Clínicas Médicas e Laboratórios
(11) 93912-9311;06/05/1988;37;Feminino;São Paulo;Higienópolis;São Paulo;Bela Vista;São Paulo;Consolação;Bancos, Agências e Correspondentes
(11) 94544-9271;26/12/1946;78;Outro;São Paulo;Limão;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 93630-3399;27/07/1968;57;Feminino;São Paulo;Bela Vista;;;;;Postos de Combustível e Serviços Automotivos
(11) 91122-8323;14/10/1956;68;Outro;São Paulo;Tatuapé;;;São Paulo;Sé;Farmácias e Drogarias
(11) 92686-4788;02/05/1943;82;Outro;São Paulo;Lapa;;;;;Bancos e Casas Lotéricas
(11) 99964-9197;12/10/1945;79;Feminino;São Paulo;Ipiranga;;;;;Farmácias e Drogarias
(11) 93087-4268;31/08/1964;60;Masculino;São Paulo;Perdizes;São Paulo;Campo Limpo;;;Igrejas e Lojas de Artigos Religiosos
(71) 95600-7478;28/07/1960;65;Feminino;São Paulo;Tatuapé;São Paulo;Bela Vista;;;Calçados Confortáveis e Ortopédicos
(11) 95370-4803;11/12/2008;16;Feminino;São Paulo;Limão;São Paulo;Santana;;;Academias e Studios Fitness
(11) 92030-2299;21/10/1997;27;Feminino;São Paulo;Lapa;;;;;Academias e Studios Fitness
(11) 91138-5852;09/03/1998;27;Feminino;Barbosa;Penha;São Paulo;Penha;;;Lojas de Roupas e Sneakers
(71) 91380-4738;29/04/1979;46;Outro;São Paulo;Bela Vista;São Paulo;República;;;Supermercados e Mercados Express
(11) 98472-7948;04/03/1999;26;Outro;São Paulo;Perdizes;São Paulo;Tucuruvi;;;Academias e Studios Fitness
(11) 92635-9514;27/04/1938;87;Outro;São Paulo;Vila Prudente;;;São Paulo;Limão;Restaurantes com comida caseira
(21) 93679-9490;24/09/1966;58;Feminino;São Paulo;Perdizes;;;;;Bancos, Agências e Correspondentes
(11) 92255-6803;26/08/1998;26;Feminino;São Paulo;Sé;;;São Paulo;Sé;Lojas de Moda Urbana e Alternativa
(11) 94856-6854;20/01/1978;47;Feminino;São Paulo;Penha;São Paulo;Tucuruvi;;;Lojas de Móveis e Decoração
(11) 94867-1800;02/11/1971;53;Outro;São Paulo;Bela Vista;São Paulo;Santana;São Paulo;Consolação;Lojas de Roupas e Calçados
(11) 98054-1230;12/11/1993;31;Masculino;São Paulo;Sé;São Paulo;Sé;São Paulo;Santana;Supermercados e Mercados Express
(11) 99350-5383;01/11/2008;16;Outro;São Paulo;Jabaquara;;;;;Lojas de Eletrônicos e Games
(11) 94674-9482;30/07/1995;30;Masculino;São Paulo;Limão;São Paulo;Limão;;;Espaços Culturais e de Experiência Interativa
(41) 99981-5330;31/12/1948;76;Feminino;São Paulo;Itaquera;;;São Paulo;Consolação;Fisioterapia e Terapias Complementares
(21) 98467-4323;29/06/2006;19;Outro;São Paulo;Tucuruvi;;;São Paulo;Santana;Lojas de Eletrônicos e Games
(11) 98295-6311;16/08/2004;20;Masculino;Cardoso;Tucuruvi;São Paulo;Sé;;;Cafeterias e Bistrôs Modernos
(31) 96584-6655;06/08/1960;65;Outro;Lopes Verde;Butantã;São Paulo;Vila Prudente;;;Supermercados de Bairro e Mercadinhos
(11) 95734-1967;30/04/1956;69;Masculino;São Paulo;Santana;São Paulo;República;;;Clubes e Centros de Convivência
(11) 98751-3281;29/09/1954;70;Outro;Barbosa da Mata;Bela Vista;São Paulo;Consolação;;;Calçados Confortáveis e Ortopédicos
(11) 98029-2749;20/04/1993;32;Feminino;São Paulo;Butantã;;;;;Lojas de Roupas e Calçados
(11) 91285-2734;22/08/2004;20;Feminino;São Paulo;Sé;;;São Paulo;Perdizes;Lanchonetes e Fast-Food
(11) 94914-7506;15/05/1943;82;Feminino;São Paulo;Penha;;;;;Supermercados de Bairro e Mercadinhos
(11) 91707-6899;22/05/1942;83;Masculino;São Paulo;Santana;São Paulo;Penha;;;Bancos e Casas Lotéricas
(41) 98736-8900;08/04/1945;80;Outro;Melo Paulista;Consolação;São Paulo;Bela Vista;;;Produtos Naturais e Fitoterápicos
(11) 94537-6519;20/04/1999;26;Outro;Cardoso Verde;Tucuruvi;São Paulo;Casa Verde;;;Cafeterias e Bistrôs Modernos
(61) 97548-6289;13/08/1961;63;Outro;São Paulo;Tatuapé;São Paulo;Consolação;São Paulo;Consolação;Igrejas e Lojas de Artigos Religiosos
(11) 92846-5183;21/09/1995;29;Masculino;São Paulo;Higienópolis;;;;;Espaços Culturais e de Experiência Interativa
(11) 97225-6249;17/01/2002;23;Feminino;São Paulo;Pinheiros;São Paulo;Consolação;;;Lojas de Roupas e Sneakers
(11) 92874-8145;26/06/1944;81;Outro;São Paulo;Tucuruvi;;;São Paulo;Higienópolis;Calçados Confortáveis e Ortopédicos
(41) 99602-1965;21/11/1998;26;Masculino;São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;Lojas de Roupas e Sneakers
(11) 99328-3088;14/08/1957;67;Outro;São Paulo;Tucuruvi;;;São Paulo;Tucuruvi;Clubes e Centros de Convivência
(11) 99528-6276;18/02/2002;23;Masculino;São Paulo;Butantã;;;;;Coworkings e Centros de Estudo/Conexão
(11) 93330-7557;13/12/1958;66;Outro;São Paulo;República;São Paulo;Bela Vista;;;Clubes e Centros de Convivência
(11) 93015-8867;09/09/2008;16;Feminino;São Paulo;Vila Prudente;São Paulo;Sé;;;Lanchonetes e Fast-Food
(11) 92908-9625;14/03/1991;34;Feminino;São Paulo;Santo Amaro;São Paulo;Higienópolis;;;Bancos, Agências e Correspondentes
(61) 92210-6504;31/07/1982;43;Feminino;São Paulo;Pinheiros;;;São Paulo;Consolação;Supermercados e Mercados Express
(11) 97208-6056;13/09/1996;28;Feminino;São Paulo;Pinheiros;São Paulo;Sé;;;Lojas de Moda Urbana e Alternativa
(11) 99948-8428;10/03/2003;22;Feminino;da Rosa de Goiás;Pinheiros;;;;;Lojas de Eletrônicos e Games
(21) 99948-4997;02/07/1988;37;Outro;São Paulo;Higienópolis;;;São Paulo;Tucuruvi;Restaurantes e Gastronomia
(21) 99755-4425;20/05/2004;21;Outro;São Paulo;Sé;;;;;Lojas de Roupas e Sneakers
(11) 98686-5734;15/07/1986;39;Feminino;São Paulo;República;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 93109-1960;11/05/2001;24;Feminino;São Paulo;Sé;São Paulo;Consolação;;;Lojas de Roupas e Sneakers
(11) 97050-8839;02/04/1938;87;Outro;São Paulo;Penha;São Paulo;Vila Prudente;;;Fisioterapia e Terapias Complementares
(11) 93613-8091;20/01/1976;49;Outro;São Paulo;Bela Vista;São Paulo;Vila Prudente;;;Supermercados e Mercados Express
(11) 93271-8261;16/05/1998;27;Outro;São Paulo;Tucuruvi;São Paulo;Limão;;;Lojas de Roupas e Sneakers
(11) 92116-4331;03/08/1994;30;Feminino;Rodrigues de Santos;República;;;;;Lojas de Eletrônicos e Games
(11) 92170-8240;30/09/1977;47;Feminino;São Paulo;Vila Prudente;São Paulo;Casa Verde;São Paulo;Consolação;Supermercados e Mercados Express
(11) 95494-9091;19/09/2003;21;Outro;São Paulo;Casa Verde;São Paulo;República;;;Lanchonetes e Fast-Food
(11) 95581-9355;25/09/1952;72;Outro;São Paulo;Sé;;;;;Bancos e Casas Lotéricas
(11) 98656-3410;02/08/1940;85;Masculino;São Paulo;República;;;;;Supermercados de Bairro e Mercadinhos
(11) 98926-4657;24/03/1975;50;Outro;São Paulo;Higienópolis;São Paulo;Jabaquara;São Paulo;República;Postos de Combustível e Serviços Automotivos
(11) 91422-2725;17/07/2005;20;Feminino;São Paulo;República;São Paulo;Higienópolis;;;Espaços Culturais e de Experiência Interativa
(11) 93171-3084;02/07/1951;74;Masculino;Duarte do Oeste;Pinheiros;;;;;Restaurantes com comida caseira
(31) 99752-5355;14/05/1966;59;Masculino;São Paulo;Santana;São Paulo;Consolação;;;Supermercados e Mercados Express
(11) 91685-2148;18/12/1970;54;Feminino;São Paulo;Vila Prudente;São Paulo;Bela Vista;;;Lojas de Roupas e Calçados
(11) 93612-4978;03/03/1977;48;Outro;São Paulo;Santo Amaro;São Paulo;Sé;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96498-1127;15/06/1953;72;Masculino;São Paulo;Bela Vista;São Paulo;Bela Vista;;;Supermercados de Bairro e Mercadinhos
(11) 93201-8342;03/06/1998;27;Feminino;São Paulo;Butantã;;;São Paulo;República;Lojas de Moda Urbana e Alternativa
(11) 94310-7789;06/04/1984;41;Masculino;São Paulo;Higienópolis;;;São Paulo;Santana;Papelarias, Livrarias e Lojas de Escritório
(11) 96510-8946;22/10/1999;25;Feminino;São Paulo;Limão;São Paulo;Higienópolis;;;Cafeterias e Bistrôs Modernos
(11) 97781-4611;03/07/1947;78;Masculino;São Paulo;Butantã;São Paulo;Vila Prudente;;;Farmácias e Drogarias
(11) 99273-8801;01/03/1989;36;Outro;São Paulo;Perdizes;São Paulo;Bela Vista;;;Lojas de Móveis e Decoração
(11) 94286-5374;25/01/1956;69;Outro;São Paulo;Itaquera;;;;;Clubes e Centros de Convivência
(11) 93697-5324;15/03/1951;74;Masculino;Correia;Limão;São Paulo;Ipiranga;;;Produtos Naturais e Fitoterápicos
(31) 98574-2941;18/10/1935;89;Feminino;Cardoso;República;São Paulo;Vila Prudente;;;Produtos Naturais e Fitoterápicos
(61) 92842-5319;17/06/1998;27;Masculino;São Paulo;Pinheiros;São Paulo;Sé;São Paulo;Higienópolis;Lanchonetes e Fast-Food
(11) 99404-8822;24/07/1950;75;Outro;Novaes;Bela Vista;São Paulo;Bela Vista;;;Produtos Naturais e Fitoterápicos
(71) 92817-7463;30/08/1948;76;Masculino;São Paulo;Itaquera;;;São Paulo;Bela Vista;Farmácias e Drogarias
(11) 91546-2204;27/06/1978;47;Masculino;São Paulo;República;São Paulo;Tucuruvi;São Paulo;Higienópolis;Bancos, Agências e Correspondentes
(11) 98978-3852;08/10/2003;21;Feminino;São Paulo;Higienópolis;São Paulo;Jabaquara;;;Lanchonetes e Fast-Food
(21) 93504-4338;27/06/1954;71;Masculino;São Paulo;Itaquera;São Paulo;Bela Vista;São Paulo;Itaquera;Igrejas e Lojas de Artigos Religiosos
(11) 95969-9650;03/09/1977;47;Feminino;São Paulo;Vila Prudente;São Paulo;Itaquera;São Paulo;Santana;Restaurantes e Gastronomia
(11) 93865-8595;10/07/1978;47;Feminino;São Paulo;Butantã;São Paulo;Penha;;;Supermercados e Mercados Express
(11) 94054-1268;12/08/2005;19;Outro;Rocha;Santo Amaro;;;;;Lojas de Roupas e Sneakers
(11) 93705-9045;06/10/1941;83;Masculino;São Paulo;Itaquera;São Paulo;Sé;São Paulo;República;Farmácias e Drogarias
(11) 94054-7301;29/04/2002;23;Outro;São Paulo;Butantã;São Paulo;Campo Limpo;;;Lojas de Eletrônicos e Games
(11) 91154-7739;09/09/1940;84;Feminino;Silva;Casa Verde;São Paulo;Lapa;;;Produtos Naturais e Fitoterápicos
(11) 93897-8360;20/06/1952;73;Outro;São Paulo;Perdizes;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 94897-5317;14/11/1991;33;Outro;São Paulo;Itaquera;São Paulo;Consolação;São Paulo;Bela Vista;Lojas de Móveis e Decoração
(11) 97026-3984;29/09/1940;84;Masculino;São Paulo;Pinheiros;São Paulo;Tucuruvi;;;Bancos e Casas Lotéricas
(41) 95901-6458;28/09/1946;78;Masculino;São Paulo;Limão;São Paulo;Consolação;;;Farmácias e Drogarias
(11) 97775-9057;28/06/2002;23;Masculino;São Paulo;Ipiranga;;;São Paulo;Sé;Cafeterias e Bistrôs Modernos
(11) 99982-8787;11/01/1969;56;Outro;São Paulo;Butantã;São Paulo;Santana;;;Restaurantes e Gastronomia
(11) 91143-3599;25/07/1999;26;Outro;São Paulo;Jabaquara;São Paulo;Sé;;;Cafeterias e Bistrôs Modernos
(11) 91029-6142;20/08/1969;55;Feminino;São Paulo;Santana;São Paulo;Tucuruvi;;;Restaurantes e Gastronomia
(21) 91889-1138;12/07/1978;47;Outro;São Paulo;Lapa;São Paulo;Bela Vista;;;Supermercados e Mercados Express
(11) 93841-3757;25/08/1965;59;Masculino;São Paulo;Bela Vista;São Paulo;Perdizes;;;Clínicas de Saúde e Bem-estar
(11) 95756-2721;08/06/1979;46;Feminino;São Paulo;Santana;São Paulo;Bela Vista;;;Lojas de Móveis e Decoração
(11) 95609-3285;31/08/2002;22;Outro;São Paulo;Penha;São Paulo;Sé;São Paulo;Higienópolis;Cafeterias e Bistrôs Modernos
(11) 95957-3603;08/04/2000;25;Masculino;Fernandes Alegre;Consolação;São Paulo;Tucuruvi;;;Lojas de Eletrônicos e Games
(11) 97141-9685;09/02/1954;71;Feminino;São Paulo;Limão;;;;;Clínicas Médicas e Laboratórios
(11) 93466-5772;11/11/1994;30;Feminino;São Paulo;Tatuapé;São Paulo;Higienópolis;São Paulo;Bela Vista;Espaços Culturais e de Experiência Interativa
(11) 92745-5782;13/06/1970;55;Masculino;São Paulo;Sé;;;;;Lojas de Móveis e Decoração
(11) 98232-1423;24/07/2005;20;Outro;São Paulo;Perdizes;São Paulo;Santana;São Paulo;Higienópolis;Lojas de Eletrônicos e Games
(21) 99249-1218;06/04/1952;73;Feminino;São Paulo;Santana;São Paulo;Limão;São Paulo;Higienópolis;Supermercados de Bairro e Mercadinhos
(11) 95101-3898;25/10/1971;53;Outro;São Paulo;Ipiranga;São Paulo;República;;;Bancos, Agências e Correspondentes
(11) 91152-6338;15/03/2008;17;Masculino;São Paulo;Perdizes;;;;;Cafeterias e Bistrôs Modernos
(11) 96485-9101;29/06/1943;82;Masculino;São Paulo;Campo Limpo;São Paulo;Bela Vista;;;Supermercados de Bairro e Mercadinhos
(11) 94066-7355;16/01/1941;84;Masculino;São Paulo;Tucuruvi;;;São Paulo;República;Supermercados de Bairro e Mercadinhos
(11) 98588-4262;23/07/1994;31;Outro;São Paulo;Itaquera;São Paulo;República;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91463-6489;17/08/2003;21;Outro;São Paulo;Perdizes;São Paulo;Santana;;;Coworkings e Centros de Estudo/Conexão
(11) 97401-3277;23/01/1940;85;Feminino;São Paulo;Santo Amaro;São Paulo;República;São Paulo;Bela Vista;Clubes e Centros de Convivência
(71) 99334-9635;20/08/2004;20;Outro;São Paulo;Santana;São Paulo;República;São Paulo;Higienópolis;Lojas de Moda Urbana e Alternativa
(11) 99530-6617;07/05/1971;54;Masculino;São Paulo;Pinheiros;São Paulo;Sé;;;Clínicas de Saúde e Bem-estar
(11) 96271-1480;14/09/1992;32;Masculino;São Paulo;Itaquera;São Paulo;Tucuruvi;São Paulo;Santana;Bancos, Agências e Correspondentes
(11) 93125-2092;21/08/1994;30;Feminino;São Paulo;Itaquera;;;;;Cafeterias e Bistrôs Modernos
(11) 94846-2042;12/05/1986;39;Outro;São Paulo;Perdizes;São Paulo;Higienópolis;;;Bancos, Agências e Correspondentes
(11) 96953-8403;27/08/1979;45;Masculino;São Paulo;Penha;São Paulo;Higienópolis;;;Lojas de Móveis e Decoração
(11) 92922-5316;02/05/1945;80;Feminino;São Paulo;Sé;São Paulo;Bela Vista;;;Clubes e Centros de Convivência
(11) 96518-3614;27/02/1999;26;Feminino;São Paulo;Pinheiros;;;;;Academias e Studios Fitness
(11) 99690-6917;19/02/2009;16;Feminino;São Paulo;Consolação;;;;;Lojas de Moda Urbana e Alternativa
(31) 91244-7573;05/08/1939;86;Outro;São Paulo;Tatuapé;São Paulo;República;;;Clubes e Centros de Convivência
(21) 95060-8562;10/06/1962;63;Masculino;São Paulo;Sé;São Paulo;Casa Verde;;;Clubes e Centros de Convivência
(11) 92000-4240;01/11/1955;69;Feminino;São Paulo;Santo Amaro;;;São Paulo;Higienópolis;Clubes e Centros de Convivência
(11) 92068-6756;17/06/1969;56;Outro;São Paulo;Itaquera;São Paulo;Pinheiros;;;Clínicas de Saúde e Bem-estar
(71) 92762-6412;27/05/1947;78;Masculino;São Paulo;Limão;São Paulo;Santana;;;Supermercados de Bairro e Mercadinhos
(11) 92707-6516;26/04/2000;25;Masculino;São Paulo;Vila Prudente;São Paulo;Santana;;;Lojas de Eletrônicos e Games
(11) 91427-5064;28/03/1952;73;Masculino;São Paulo;Penha;;;São Paulo;Lapa;Bancos e Casas Lotéricas
(11) 97205-9402;04/10/2003;21;Outro;da Paz Alegre;Ipiranga;;;;;Lojas de Eletrônicos e Games
(11) 95742-7650;05/04/1988;37;Masculino;São Paulo;Santo Amaro;São Paulo;República;São Paulo;Tucuruvi;Farmácias e Drogarias
(11) 92094-8913;17/07/1993;32;Masculino;São Paulo;Higienópolis;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 97761-1062;09/07/1992;33;Masculino;São Paulo;Bela Vista;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 92857-6479;05/03/1936;89;Feminino;São Paulo;Butantã;São Paulo;Consolação;;;Produtos Naturais e Fitoterápicos
(11) 93332-2885;12/09/1956;68;Masculino;São Paulo;Campo Limpo;;;;;Supermercados de Bairro e Mercadinhos
(11) 95276-5598;10/05/1973;52;Masculino;São Paulo;Tucuruvi;São Paulo;Casa Verde;;;Bancos, Agências e Correspondentes
(31) 93763-3013;26/02/1990;35;Feminino;São Paulo;Casa Verde;;;São Paulo;Penha;Clínicas de Saúde e Bem-estar
(11) 91029-4197;22/07/1998;27;Feminino;São Paulo;Vila Prudente;;;;;Lojas de Moda Urbana e Alternativa
(71) 92729-5581;26/03/2003;22;Outro;São Paulo;Bela Vista;São Paulo;Sé;;;Lojas de Eletrônicos e Games
(11) 91443-1632;17/02/2007;18;Masculino;São Paulo;Campo Limpo;São Paulo;Sé;;;Cafeterias e Bistrôs Modernos
(11) 93982-3139;20/05/1943;82;Masculino;São Paulo;Limão;;;São Paulo;Penha;Clubes e Centros de Convivência
(11) 93819-8950;28/09/2006;18;Masculino;São Paulo;Bela Vista;São Paulo;Tucuruvi;;;Academias e Studios Fitness
(11) 92603-5763;17/02/1962;63;Outro;São Paulo;Santo Amaro;;;;;Supermercados de Bairro e Mercadinhos
(11) 99651-5184;20/10/1990;34;Masculino;São Paulo;Santo Amaro;;;;;Lojas de Móveis e Decoração
(11) 94955-3204;28/06/1973;52;Outro;São Paulo;Pinheiros;São Paulo;Consolação;;;Restaurantes e Gastronomia
(11) 91071-6820;24/12/2007;17;Feminino;São Paulo;Bela Vista;;;São Paulo;Bela Vista;Lanchonetes e Fast-Food
(11) 95357-6075;14/10/1956;68;Feminino;São Paulo;Tucuruvi;São Paulo;Higienópolis;;;Produtos Naturais e Fitoterápicos
(11) 93851-1774;07/08/1970;54;Outro;São Paulo;Campo Limpo;;;;;Postos de Combustível e Serviços Automotivos
(11) 93376-8678;24/07/1934;91;Outro;São Paulo;Butantã;;;São Paulo;Tucuruvi;Clínicas Médicas e Laboratórios
(11) 96786-2447;06/10/1943;81;Outro;São Paulo;Santo Amaro;São Paulo;Casa Verde;São Paulo;Bela Vista;Bancos e Casas Lotéricas
(11) 96526-8968;10/08/1986;38;Masculino;São Paulo;Pinheiros;São Paulo;Tucuruvi;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91315-2214;04/01/2007;18;Masculino;Nunes;Consolação;;;;;Espaços Culturais e de Experiência Interativa
(11) 95239-3120;07/05/1960;65;Masculino;São Paulo;Itaquera;São Paulo;Tucuruvi;;;Produtos Naturais e Fitoterápicos
(11) 91498-5821;27/10/1973;51;Feminino;São Paulo;Vila Prudente;São Paulo;Sé;São Paulo;Penha;Lojas de Roupas e Calçados
(21) 98882-3557;21/01/1984;41;Masculino;São Paulo;Santo Amaro;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 96957-1923;27/11/1951;73;Feminino;São Paulo;Limão;São Paulo;Bela Vista;;;Fisioterapia e Terapias Complementares
(11) 91921-7440;20/06/1997;28;Masculino;Fogaça de das Neves;Perdizes;;;;;Lanchonetes e Fast-Food
(11) 91024-1686;04/01/1936;89;Outro;São Paulo;Tatuapé;São Paulo;Itaquera;;;Clubes e Centros de Convivência
(11) 92880-1403;11/12/1989;35;Outro;São Paulo;Lapa;São Paulo;Bela Vista;;;Postos de Combustível e Serviços Automotivos
(11) 99578-6290;28/04/2004;21;Outro;São Paulo;Limão;;;;;Barbearias/Salões com estética jovem
(11) 97375-4791;05/01/1988;37;Outro;São Paulo;Pinheiros;São Paulo;Bela Vista;;;Supermercados e Mercados Express
(11) 94838-3626;19/02/1952;73;Masculino;São Paulo;Perdizes;São Paulo;Bela Vista;;;Bancos e Casas Lotéricas
(11) 99611-7430;23/12/2002;22;Masculino;São Paulo;República;São Paulo;Casa Verde;São Paulo;Santana;Coworkings e Centros de Estudo/Conexão
(11) 96950-7480;17/06/1962;63;Outro;São Paulo;Pinheiros;São Paulo;Limão;;;Fisioterapia e Terapias Complementares
