numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 91563-4507;20/07/2025;Desconto;restaurante;Semáforo;-2.356.196.257.084.110;-4.665.436.080.730.860;Subway;Av. Paulista, 2026;723,53;176,7
(11) 98007-9003;27/07/2025;Cashback;esportivo;Calçada aleatória;-2.356.403.262.530.680;-46.650.585.028.548;Ponto Frio;Rua da Consolação, 2303;751,76;37,59
(11) 96159-4710;26/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.570.363.713.800.400;-4.664.528.429.642.300;Renner;Av. Paulista, 2230;287,27;50,29
(11) 97436-5728;06/07/2025;Desconto;restaurante;Shopping Cidade São Paulo;-2.356.327.218.308.660;-46.652.343.539.002.100;Ponto Frio;Rua da Consolação, 2303;496,45;114,61
(11) 94667-7562;26/07/2025;Produto;farmácia;Parque Trianon;-2.356.406.102.216.920;-46.656.944.726.797.400;Renner;Av. Paulista, 2230;293,85;12,07
(11) 96337-6125;24/07/2025;Desconto;esportivo;Parque Trianon;-23.564.023.450.876.000;-4.665.676.856.491.420;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;834,19;123,75
(11) 98099-6349;12/07/2025;Cashback;vestuário;Semáforo;-23.561.630.088.259.900;-4.665.424.422.136.670;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;855,43;42,77
(11) 94119-9129;19/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-23.563.249.798.547.800;-4.665.203.251.416.530;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;428,35;15,28
(11) 95379-7822;06/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-2.356.358.350.071.440;-4.665.289.421.638.450;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;528,67;26,43
(11) 97908-6924;13/07/2025;Produto;outros;Calçada aleatória;-23.563.932.105.214.100;-4.664.985.109.607.660;Renner;Av. Paulista, 2230;534,65;29,38
(11) 98268-5842;27/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-23.563.373.690.056.300;-4.665.247.659.531.620;Lojas Americanas;Av. Paulista, 2300;608,55;30,43
(11) 91650-7539;27/07/2025;Cashback;restaurante;MASP;-2.356.164.205.769.650;-466.561.410.775.718;Subway;Av. Paulista, 2026;585,13;29,26
(61) 91756-4911;13/07/2025;Desconto;esportivo;Estação Consolação;-2.355.556.295.125.380;-46.661.972.149.546.000;Ponto Frio;Rua da Consolação, 2303;136,01;40,74
(11) 98010-1238;26/07/2025;Desconto;esportivo;MASP;-23.561.493.656.858.400;-46.656.152.600.850.200;Ponto Frio;Rua da Consolação, 2303;252,71;43,71
(11) 94263-7462;22/07/2025;Desconto;eletrodoméstico;Semáforo;-23.562.436.586.692.700;-4.665.373.894.654.750;Smart Fit;Av. Paulista, 2006;429,7;196,37
(61) 99700-4172;20/07/2025;Cashback;eletrodoméstico;MASP;-2.356.156.994.756.660;-46.655.824.467.975.800;Pão de Açúcar;Rua Pamplona, 1704;512,56;25,63
(61) 94157-1602;13/07/2025;Desconto;farmácia;Parque Trianon;-2.356.446.442.276.390;-46.657.221.581.836.100;Pão de Açúcar;Rua Pamplona, 1704;220,88;108,36
(11) 92445-9959;27/07/2025;Desconto;mercado express;Semáforo;-23.561.773.173.635.700;-4.665.322.381.856.320;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;140,02;28,55
(11) 91004-3261;12/07/2025;Cashback;vestuário;Semáforo;-2.356.259.286.481.930;-4.665.406.033.233.850;Pão de Açúcar;Rua Pamplona, 1704;871,85;43,59
(11) 98320-4891;26/07/2025;Produto;restaurante;Estação Consolação;-23.555.647.315.820.500;-4.666.180.283.004.590;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;659,56;27,58
(11) 99781-4478;12/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-23.562.902.143.403.900;-466.525.630.198.012;Smart Fit;Av. Paulista, 2006;224,27;8,44
(11) 96971-7391;13/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563.953.845.701.900;-4.665.015.662.157.130;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;495,65;144,89
(11) 99635-6975;19/07/2025;Desconto;mercado express;Calçada aleatória;-23.563.634.170.675.100;-4.665.020.290.935.090;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;940,11;192,39
(11) 99379-5600;20/07/2025;Produto;esportivo;Calçada aleatória;-23.564.105.562.138.800;-4.664.971.629.328.870;Lojas Americanas;Av. Paulista, 2300;304,47;5,4
(11) 98376-4469;26/07/2025;Cashback;vestuário;Calçada aleatória;-2.356.430.841.159.770;-4.664.997.937.498.290;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;914,52;45,73
(11) 93848-9185;26/07/2025;Cashback;restaurante;Shopping Cidade São Paulo;-23.563.703.760.303.100;-46.652.629.380.037.500;Drogaria São Paulo;Av. Paulista, 1230;252,6;12,63
(11) 97917-3752;12/07/2025;Produto;eletrodoméstico;Semáforo;-23.561.885.360.617.200;-4.665.429.720.925.280;Drogaria São Paulo;Av. Paulista, 1230;957,46;19,87
(61) 94058-6676;26/07/2025;Produto;mercado express;Semáforo;-2.356.216.337.187.950;-4.665.385.207.407.930;Kalunga;Rua Augusta, 2220;926,27;54,79
(11) 97242-1895;19/07/2025;Cashback;esportivo;MASP;-23.561.587.755.842.300;-4.665.563.414.737.800;Renner;Av. Paulista, 2230;664,27;33,21
(11) 93387-7883;05/07/2025;Produto;restaurante;Shopping Pátio Paulista;-23.570.484.301.163.700;-46.645.520.295.066.400;Renner;Av. Paulista, 2230;735,95;25,19
(11) 92848-5888;05/07/2025;Produto;esportivo;Parque Trianon;-2.356.363.971.032.030;-46.656.903.053.081.200;Havaianas;Av. Paulista, 2439;248,31;9,54
(11) 94076-9188;13/07/2025;Cashback;restaurante;MASP;-23.560.952.345.812.800;-4.665.560.762.131.500;Lojas Americanas;Av. Paulista, 2300;149,75;7,49
(11) 91569-9023;27/07/2025;Produto;eletrodoméstico;Shopping Cidade São Paulo;-2.356.331.403.572.890;-466.519.150.555.775;Ponto Frio;Rua da Consolação, 2303;424,28;11,37
(11) 93933-4653;06/07/2025;Desconto;farmácia;Shopping Pátio Paulista;-23.570.469.840.193.700;-466.457.694.039.126;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;409,11;140,39
(11) 99737-4865;19/07/2025;Produto;mercado express;Calçada aleatória;-23.563.916.484.291.400;-46.649.666.301.952.600;Renner;Av. Paulista, 2230;463,77;16,87
(11) 91545-3373;02/07/2025;Cashback;vestuário;Estação Consolação;-23.555.634.486.471.700;-4.666.107.128.215.020;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;402,48;20,12
(11) 94554-9200;18/07/2025;Desconto;outros;Semáforo;-2.356.167.404.083.260;-4.665.384.305.198.990;Subway;Av. Paulista, 2026;746,38;251,36
(11) 99612-6773;19/07/2025;Desconto;farmácia;Shopping Cidade São Paulo;-23.563.464.820.424.800;-46.652.356.919.754.200;Pão de Açúcar;Rua Pamplona, 1704;173,07;41,98
(11) 96470-1561;17/07/2025;Desconto;mercado express;Semáforo;-23.561.978.500.758.000;-4.665.379.101.054.960;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;102,35;39,03
(11) 97499-5998;26/07/2025;Produto;vestuário;MASP;-23.561.222.800.087.600;-4.665.583.013.787.690;Smart Fit;Av. Paulista, 2006;953,77;56,53
(11) 97328-4878;15/07/2025;Desconto;esportivo;Calçada aleatória;-2.356.396.389.502.530;-4.664.978.386.293.140;Smart Fit;Av. Paulista, 2006;685,31;111,21
(11) 91867-2545;26/07/2025;Produto;restaurante;Calçada aleatória;-2.356.425.757.586.760;-46.649.491.345.254.200;Lojas Americanas;Av. Paulista, 2300;447,96;22,73
(11) 95188-6149;24/07/2025;Produto;eletrodoméstico;Semáforo;-2.356.261.415.006.550;-4.665.356.337.715.530;Ponto Frio;Rua da Consolação, 2303;150,88;4,37
(11) 98674-7155;06/07/2025;Produto;farmácia;Shopping Pátio Paulista;-23.570.562.555.658.500;-4.664.535.022.605.570;Kalunga;Rua Augusta, 2220;806,7;33,09
(11) 97958-8925;20/07/2025;Produto;esportivo;Parque Trianon;-23.563.902.847.869.700;-46.656.895.189.676.700;Riachuelo;Av. Paulista, 2277;483,46;7,97
(11) 92046-5279;26/07/2025;Desconto;móveis;Calçada aleatória;-23.563.833.723.657.100;-4.664.975.728.371.320;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;731,18;156,79
(41) 99729-1326;05/07/2025;Produto;móveis;Calçada aleatória;-23.564.098.649.247.900;-4.664.968.956.026.080;Pão de Açúcar;Rua Pamplona, 1704;974,9;37,67
(11) 95706-6949;26/07/2025;Cashback;eletrodoméstico;Shopping Cidade São Paulo;-23.563.482.341.187.000;-46.652.304.599.172;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;587,27;29,36
(11) 97481-4391;27/07/2025;Produto;eletrodoméstico;Shopping Pátio Paulista;-23.570.298.209.022.700;-4.664.535.249.472.610;Drogaria São Paulo;Av. Paulista, 1230;850,46;20,29
(11) 98053-9319;19/07/2025;Produto;eletrodoméstico;Semáforo;-23.561.861.763.345.500;-4.665.411.801.773.130;Renner;Av. Paulista, 2230;725,93;24,4
(11) 92794-5847;12/07/2025;Cashback;vestuário;MASP;-23.561.144.987.666.400;-46.656.081.809.871.700;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;748,67;37,43
(11) 96643-3221;12/07/2025;Produto;restaurante;Shopping Pátio Paulista;-23.570.023.577.277.800;-4.664.567.640.126.920;Pão de Açúcar;Rua Pamplona, 1704;813,65;28,73
(11) 96039-2473;20/07/2025;Desconto;mercado express;MASP;-2.356.187.588.770.820;-466.562.394.050.404;Smart Fit;Av. Paulista, 2006;893,02;422,14
(21) 96184-4348;26/07/2025;Produto;farmácia;Semáforo;-2.356.198.690.690.890;-466.539.580.524.186;Havaianas;Av. Paulista, 2439;419,75;5,69
(11) 94012-6442;12/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.409.102.994.500;-4.665.031.154.980.120;Smart Fit;Av. Paulista, 2006;701,18;283,62
(11) 92545-5833;05/07/2025;Desconto;vestuário;Semáforo;-2.356.198.816.134.020;-4.665.431.782.642.210;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;978,87;249,49
(11) 95729-1398;05/07/2025;Produto;móveis;MASP;-23.561.561.796.455.900;-4.665.537.580.839.090;Riachuelo;Av. Paulista, 2277;531,57;16,02
(11) 91879-6843;12/07/2025;Produto;esportivo;Semáforo;-23.562.340.900.866.900;-46.653.823.887.272.700;Havaianas;Av. Paulista, 2439;433,42;16,27
(11) 97373-5440;23/07/2025;Produto;mercado express;Parque Trianon;-235.638.941.277.923;-4.665.700.625.142.790;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;672,52;13,57
(31) 91948-8406;12/07/2025;Produto;farmácia;Calçada aleatória;-2.356.384.416.901.300;-46.650.348.006.114.500;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;358,9;21,12
(11) 97823-1373;26/07/2025;Desconto;móveis;Estação Consolação;-2.355.527.410.324.760;-4.666.104.054.635.140;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;558,71;147,67
(11) 98275-7786;05/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.563.142.868.590.600;-4.665.157.606.816.080;Riachuelo;Av. Paulista, 2277;834,61;41,73
(11) 96772-6870;12/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.564.119.708.379.400;-4.664.987.987.040.180;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;717,04;35,85
(11) 93187-6682;19/07/2025;Cashback;esportivo;Semáforo;-2.356.157.043.328.080;-4.665.413.770.133.800;Pão de Açúcar;Rua Pamplona, 1704;456,07;22,8
(11) 93560-2503;12/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.570.963.464.717.600;-46.646.134.515.119.600;Subway;Av. Paulista, 2026;481,47;112,66
(11) 96261-4472;12/07/2025;Produto;eletrodoméstico;Estação Consolação;-2.355.515.275.203.080;-4.666.177.670.739.510;Ponto Frio;Rua da Consolação, 2303;152,23;8,77
(11) 94429-9701;06/07/2025;Desconto;móveis;Shopping Cidade São Paulo;-23.563.212.721.029.000;-46.652.636.829.223.400;Pão de Açúcar;Rua Pamplona, 1704;524,64;163,6
(11) 94303-8331;09/07/2025;Produto;mercado express;Calçada aleatória;-235.637.154.982.162;-46.650.234.467.957.700;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;637,47;25,77
(11) 96264-6129;12/07/2025;Cashback;móveis;Estação Consolação;-235.559.183.789.083;-4.666.152.814.387.410;Riachuelo;Av. Paulista, 2277;720,8;36,04
(11) 93147-1505;05/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.564.319.213.778.100;-46.650.053.574.680.800;Kalunga;Rua Augusta, 2220;940,12;47,01
(11) 95532-6930;20/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.562.736.337.123.100;-4.665.217.452.368.070;Lojas Americanas;Av. Paulista, 2300;410,22;20,51
(11) 91065-1455;06/07/2025;Desconto;móveis;Parque Trianon;-23.563.972.837.312.200;-4.665.693.454.058.710;Drogaria São Paulo;Av. Paulista, 1230;504,9;191,97
(11) 95014-4202;18/07/2025;Cashback;mercado express;Shopping Cidade São Paulo;-23.563.273.740.528.700;-4.665.170.415.430.400;Ponto Frio;Rua da Consolação, 2303;703,05;35,15
(11) 96191-5972;10/07/2025;Cashback;mercado express;Calçada aleatória;-2.356.424.364.713.910;-4.664.993.672.215.140;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;629,96;31,5
(11) 97434-9130;30/07/2025;Produto;restaurante;Shopping Pátio Paulista;-23.570.514.492.330.000;-4.664.534.837.124.780;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;373,55;5,99
(11) 97650-1512;18/07/2025;Desconto;outros;Shopping Cidade São Paulo;-23.562.826.047.818.300;-4.665.231.260.564.130;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;694,67;275,84
(11) 94525-3498;12/07/2025;Produto;vestuário;MASP;-23.561.326.800.052.000;-4.665.578.243.957.380;Subway;Av. Paulista, 2026;834,84;42,25
(11) 91415-5297;26/07/2025;Desconto;outros;Shopping Cidade São Paulo;-23.563.838.642.496.600;-4.665.277.969.688.070;Subway;Av. Paulista, 2026;439,72;143,06
(11) 98096-6273;15/07/2025;Produto;outros;Semáforo;-23.562.181.519.107.200;-46.654.168.479.602.900;Pão de Açúcar;Rua Pamplona, 1704;805,95;35,17
(11) 98120-8347;29/07/2025;Cashback;farmácia;Semáforo;-23.562.359.784.726.500;-4.665.377.512.522.850;Lojas Americanas;Av. Paulista, 2300;550,16;27,51
(11) 98103-8051;12/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563.999.364.473.600;-46.650.064.408.364.200;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;412,48;199,41
(11) 93970-6374;18/07/2025;Produto;vestuário;Semáforo;-23.562.376.846.582.300;-4.665.401.336.345.920;Havaianas;Av. Paulista, 2439;125,28;5,02
(11) 92236-5499;13/07/2025;Cashback;restaurante;Parque Trianon;-235.648.000.054.268;-4.665.704.788.689.320;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;335,77;16,79
(11) 94220-5762;26/07/2025;Cashback;outros;Calçada aleatória;-23.563.981.044.899.300;-466.499.274.255.047;Havaianas;Av. Paulista, 2439;737,5;36,88
(31) 93314-7915;19/07/2025;Cashback;esportivo;Shopping Pátio Paulista;-23.571.018.230.529.000;-4.664.558.355.497.890;Riachuelo;Av. Paulista, 2277;760,09;38
(31) 92792-7365;12/07/2025;Produto;esportivo;Calçada aleatória;-2.356.431.242.938.090;-4.665.024.374.094.960;Pão de Açúcar;Rua Pamplona, 1704;638,57;36,96
(31) 94699-5008;12/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.562.941.620.584.200;-46.651.698.765.883;Kalunga;Rua Augusta, 2220;724,3;111,53
(11) 94407-9303;26/07/2025;Cashback;outros;Calçada aleatória;-2.356.398.459.237.230;-4.665.024.512.863.750;Subway;Av. Paulista, 2026;954,08;47,7
(61) 91314-1269;19/07/2025;Cashback;mercado express;MASP;-23.561.357.398.865.700;-4.665.559.929.125.270;Kalunga;Rua Augusta, 2220;130,06;6,5
(11) 92568-3660;26/07/2025;Produto;esportivo;Semáforo;-2.356.181.370.073.020;-4.665.317.706.613.820;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;616,18;20,36
(11) 96580-5952;06/07/2025;Produto;vestuário;MASP;-23.561.628.601.270.700;-4.665.580.533.055.600;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;983,98;31,19
(31) 92576-9714;05/07/2025;Produto;restaurante;Shopping Pátio Paulista;-23.570.084.324.613.900;-466.452.051.522.289;Pão de Açúcar;Rua Pamplona, 1704;371,33;6,44
(11) 94781-3233;06/07/2025;Produto;móveis;Shopping Pátio Paulista;-23.571.134.023.377.900;-4.664.565.200.728.600;Drogaria São Paulo;Av. Paulista, 1230;732,83;11,93
(11) 94904-2749;05/07/2025;Cashback;farmácia;Estação Consolação;-23.555.325.643.770.200;-4.666.075.080.710.280;Havaianas;Av. Paulista, 2439;827,1;41,36
(11) 96866-5760;26/07/2025;Produto;esportivo;Calçada aleatória;-23.563.788.861.234.800;-4.665.011.035.898.810;Renner;Av. Paulista, 2230;643,67;24,99
(11) 95397-3983;26/07/2025;Produto;vestuário;Semáforo;-23.562.302.760.945.700;-46.653.334.376.992.700;Kalunga;Rua Augusta, 2220;355,2;10,15
(41) 97239-4427;05/07/2025;Produto;outros;MASP;-23.561.195.377.524.000;-46.656.135.420.078.000;Subway;Av. Paulista, 2026;346,7;13,96
(11) 99674-7357;26/07/2025;Cashback;mercado express;Estação Consolação;-235.558.319.469.099;-4.666.152.494.404.490;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;199,11;9,96
(11) 95987-8944;13/07/2025;Produto;restaurante;Estação Consolação;-23.555.607.858.003.800;-4.666.188.788.559.720;Ponto Frio;Rua da Consolação, 2303;675,68;25,26
(11) 98884-6335;20/07/2025;Produto;restaurante;MASP;-23.561.598.257.125.400;-4.665.637.688.036.870;Havaianas;Av. Paulista, 2439;142,63;5,66
(11) 93528-1971;12/07/2025;Desconto;restaurante;Shopping Cidade São Paulo;-2.356.284.507.131.310;-4.665.240.548.554.000;Lojas Americanas;Av. Paulista, 2300;348,67;128,5
(41) 93935-8936;26/07/2025;Produto;vestuário;Semáforo;-23.561.860.103.505.200;-4.665.357.332.244.740;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;357,19;19,16
(11) 96138-7257;12/07/2025;Produto;restaurante;Parque Trianon;-2.356.394.603.895.720;-46.657.032.891.142.700;Lojas Americanas;Av. Paulista, 2300;555,74;28,96
(21) 94484-1468;08/07/2025;Cashback;mercado express;Calçada aleatória;-23.563.941.823.556.900;-4.664.998.104.191.880;Riachuelo;Av. Paulista, 2277;542,14;27,11
(11) 95637-9848;05/07/2025;Cashback;restaurante;Semáforo;-23.561.626.150.500.600;-4.665.390.674.848.070;Subway;Av. Paulista, 2026;882,05;44,1
(11) 92705-6264;20/07/2025;Produto;esportivo;Semáforo;-23.562.163.320.305.800;-46.653.685.645.282.900;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;761,48;31,6
(11) 98994-1626;12/07/2025;Cashback;esportivo;MASP;-2.356.104.485.469.300;-46.656.282.499.188.000;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;562,6;28,13
(31) 94336-9466;19/07/2025;Produto;mercado express;Calçada aleatória;-2.356.354.016.483.450;-4.664.989.058.646.800;Drogaria São Paulo;Av. Paulista, 1230;167,16;4,09
(11) 95114-6972;05/07/2025;Produto;móveis;Shopping Cidade São Paulo;-23.563.072.019.014.900;-46.652.001.012.610.500;Riachuelo;Av. Paulista, 2277;194,34;2,46
(11) 91677-2082;26/07/2025;Desconto;restaurante;Shopping Cidade São Paulo;-235.633.270.929.173;-4.665.201.675.064.570;Kalunga;Rua Augusta, 2220;545,32;125,6
(11) 96901-7237;05/07/2025;Produto;restaurante;MASP;-2.356.152.703.264.090;-4.665.632.348.520.390;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;441,38;23,92
(11) 98475-4137;14/07/2025;Produto;outros;Calçada aleatória;-2.356.429.932.688.370;-46.649.829.893.450.100;Lojas Americanas;Av. Paulista, 2300;243,44;8,89
(11) 91113-8728;20/07/2025;Desconto;esportivo;MASP;-23.561.697.640.501.900;-4.665.539.797.716.300;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;197,42;48,49
(11) 99683-3107;06/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.562.800.214.963.900;-4.665.190.296.825.010;Renner;Av. Paulista, 2230;591,05;29,55
(11) 99784-6178;16/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.563.962.566.426.000;-4.664.992.264.151.480;Smart Fit;Av. Paulista, 2006;242,43;12,12
(11) 91464-4258;26/07/2025;Produto;restaurante;Shopping Cidade São Paulo;-23.563.515.113.556.200;-4.665.200.426.494.690;Kalunga;Rua Augusta, 2220;170,6;9,65
(11) 93994-5422;20/07/2025;Produto;eletrodoméstico;Estação Consolação;-2.355.565.704.996.340;-4.666.144.780.831.240;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;397,64;14,12
(11) 97431-9920;05/07/2025;Desconto;farmácia;Shopping Cidade São Paulo;-23.562.650.506.456.500;-4.665.248.478.889.510;Ponto Frio;Rua da Consolação, 2303;423,72;188,3
(11) 95501-7807;12/07/2025;Produto;outros;Estação Consolação;-23.555.808.842.464.900;-46.661.519.998.723.500;Riachuelo;Av. Paulista, 2277;657,83;14,32
(11) 93372-9001;19/07/2025;Produto;móveis;Calçada aleatória;-2.356.428.063.062.160;-4.665.005.627.964.630;Pão de Açúcar;Rua Pamplona, 1704;710,04;32,59
(11) 95372-3466;26/07/2025;Produto;outros;Calçada aleatória;-2.356.385.211.505.680;-4.665.009.762.638.140;Subway;Av. Paulista, 2026;884,02;37,01
(11) 93877-4525;26/07/2025;Cashback;farmácia;Shopping Cidade São Paulo;-23.562.764.303.177.000;-46.652.756.277.368.500;Subway;Av. Paulista, 2026;364,94;18,25
(11) 99719-6127;05/07/2025;Cashback;eletrodoméstico;Estação Consolação;-2.355.543.416.862.790;-4.666.141.964.435.750;Pão de Açúcar;Rua Pamplona, 1704;538,24;26,91
(11) 97752-1272;12/07/2025;Produto;farmácia;Calçada aleatória;-23.564.170.648.576.200;-4.665.027.732.257.040;Kalunga;Rua Augusta, 2220;181,21;2,74
(11) 99255-8458;20/07/2025;Cashback;móveis;MASP;-23.562.038.084.785.100;-46.656.119.552.503.700;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;433,73;21,69
(11) 95548-6745;05/07/2025;Desconto;mercado express;Estação Consolação;-23.555.456.847.003.400;-4.666.163.482.571.780;Havaianas;Av. Paulista, 2439;520,54;172,13
(11) 91388-4911;30/07/2025;Cashback;outros;Calçada aleatória;-23.563.651.105.735.800;-46.650.185.961.321.100;Pão de Açúcar;Rua Pamplona, 1704;688,47;34,42
(11) 98954-9610;19/07/2025;Desconto;restaurante;Semáforo;-2.356.178.786.815.190;-4.665.421.524.958.060;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;428,51;111,11
(11) 95375-6492;07/07/2025;Produto;esportivo;Semáforo;-23.562.289.672.501.800;-4.665.403.213.816.510;Havaianas;Av. Paulista, 2439;826,81;33,16
(11) 91558-3585;27/07/2025;Produto;esportivo;Estação Consolação;-23.555.970.489.953.300;-46.662.080.846.644.700;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;630,53;12,7
(11) 91086-3694;19/07/2025;Desconto;outros;Calçada aleatória;-23.564.054.694.410.200;-4.664.996.806.937.500;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;528,36;198,49
(11) 94676-6913;05/07/2025;Produto;mercado express;Semáforo;-23.561.619.492.416.500;-46.653.718.958.296.800;Smart Fit;Av. Paulista, 2006;982,22;42,97
(11) 91660-7547;26/07/2025;Produto;mercado express;MASP;-2.356.104.801.704.020;-4.665.566.489.275.040;Renner;Av. Paulista, 2230;261,57;15,45
(11) 94084-7036;12/07/2025;Desconto;farmácia;Semáforo;-23.561.900.216.172.300;-46.654.368.683.471.900;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;338,12;61,22
(11) 93323-5068;13/07/2025;Produto;móveis;Shopping Pátio Paulista;-2.357.050.403.834.060;-46.645.471.961.866.800;Smart Fit;Av. Paulista, 2006;177,17;1,92
(11) 95959-7194;19/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-2.356.271.976.861.510;-46.652.097.113.437.400;Riachuelo;Av. Paulista, 2277;141,21;6,52
(11) 98070-1934;12/07/2025;Desconto;mercado express;Semáforo;-2.356.162.788.496.960;-46.654.309.599.367.400;Havaianas;Av. Paulista, 2439;926,49;372,45
(21) 98185-5497;05/07/2025;Desconto;móveis;Semáforo;-23.562.097.925.287.800;-4.665.387.119.478.590;Pão de Açúcar;Rua Pamplona, 1704;705,31;216,54
(11) 97231-3106;19/07/2025;Desconto;farmácia;Parque Trianon;-23.563.663.714.192.700;-4.665.704.256.859.370;Ponto Frio;Rua da Consolação, 2303;138,4;16,68
(11) 94138-7473;27/07/2025;Desconto;farmácia;Parque Trianon;-23.564.036.733.787.700;-466.567.928.579.082;Havaianas;Av. Paulista, 2439;604,97;79,19
(11) 97107-8271;03/07/2025;Produto;restaurante;Shopping Cidade São Paulo;-23.563.494.761.248.100;-46.651.820.778.635.000;Kalunga;Rua Augusta, 2220;983,14;16,63
(11) 95207-2429;26/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.570.812.740.827.900;-4.664.622.657.682.700;Drogaria São Paulo;Av. Paulista, 1230;861,53;220,59
(11) 92822-6811;12/07/2025;Desconto;farmácia;Parque Trianon;-23.564.008.979.897.400;-4.665.648.946.238.920;Renner;Av. Paulista, 2230;936,43;406,95
(11) 93193-6603;20/07/2025;Desconto;móveis;Calçada aleatória;-235.638.240.640.609;-466.497.746.728.371;Havaianas;Av. Paulista, 2439;363,34;129,57
(11) 99756-8394;20/07/2025;Cashback;esportivo;Semáforo;-2.356.198.758.427.130;-4.665.404.571.324.910;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;136,08;6,8
(11) 94417-7617;20/07/2025;Produto;vestuário;MASP;-23.561.877.472.810.800;-46.656.558.815.877.300;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;229,68;5,3
(11) 95721-2847;12/07/2025;Cashback;eletrodoméstico;Parque Trianon;-2.356.395.311.829.840;-466.566.052.352.417;Drogaria São Paulo;Av. Paulista, 1230;594,95;29,75
(11) 94907-6500;27/07/2025;Produto;esportivo;Estação Consolação;-2.355.566.775.988.850;-4.666.143.092.014.180;Havaianas;Av. Paulista, 2439;171,61;2,69
(11) 92133-9895;19/07/2025;Produto;outros;Calçada aleatória;-23.563.524.884.736.300;-46.649.901.369.944.500;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;376,47;9,85
(11) 98960-8243;27/07/2025;Cashback;eletrodoméstico;Shopping Pátio Paulista;-23.570.585.796.530.000;-46.645.896.557.441.600;Pão de Açúcar;Rua Pamplona, 1704;742,62;37,13
